,wage
4140,0.0
4141,0.04
4142,0.04
4143,0.68
4144,0.0
4145,0.04
4146,0.6
4147,0.0
4148,0.04
4149,0.0
4150,0.8
4151,0.08
4152,0.0
4153,0.24
4154,0.24
4155,0.04
4156,0.32
4157,0.2
4158,0.0
4159,0.92
4160,1.0
4161,0.68
4162,0.0
4163,0.92
4164,0.04
4165,0.08
4166,0.88
4167,0.36
4168,0.0
4169,0.0
4170,0.04
4171,0.0
4172,0.32
4173,0.96
4174,0.0
4175,0.16
4176,0.0
4177,0.68
4178,0.0
4179,0.0
4180,0.0
4181,0.04
4182,0.0
4183,0.0
4184,0.52
4185,0.36
4186,0.68
4187,0.0
4188,0.52
4189,0.0
4190,0.04
4191,0.0
4192,0.72
4193,0.2
4194,0.0
4195,0.08
4196,0.0
4197,0.0
4198,0.08
4199,0.16
4200,0.2
4201,0.84
4202,0.76
4203,0.0
4204,0.0
4205,0.64
4206,0.0
4207,0.04
4208,0.6
4209,0.0
4210,0.72
4211,1.0
4212,0.04
4213,0.32
4214,0.0
4215,0.0
4216,0.0
4217,0.32
4218,0.0
4219,0.6
4220,0.04
4221,0.0
4222,0.0
4223,0.16
4224,0.32
4225,0.44
4226,0.08
4227,0.16
4228,0.16
4229,0.56
4230,0.04
4231,0.6
4232,0.0
4233,0.0
4234,0.0
4235,0.0
4236,0.36
4237,0.36
4238,0.48
4239,0.52
4240,0.0
4241,0.0
4242,0.0
4243,0.0
4244,0.0
4245,0.04
4246,0.0
4247,0.44
4248,0.48
4249,0.48
4250,0.44
4251,0.2
4252,0.0
4253,0.28
4254,0.0
4255,0.12
4256,0.92
4257,0.04
4258,0.32
4259,0.04
4260,0.0
4261,0.32
4262,0.04
4263,0.24
4264,0.04
4265,0.08
4266,0.32
4267,0.48
4268,0.0
4269,0.8
4270,0.32
4271,0.0
4272,0.72
4273,0.04
4274,0.44
4275,0.52
4276,0.0
4277,0.2
4278,0.24
4279,0.84
4280,0.24
4281,0.0
4282,0.72
4283,0.04
4284,0.12
4285,0.32
4286,0.28
4287,0.88
4288,0.0
4289,0.16
4290,0.0
4291,0.2
4292,0.48
4293,0.12
4294,0.0
4295,0.0
4296,0.0
4297,0.0
4298,0.44
4299,0.04
4300,0.52
4301,0.36
4302,0.0
4303,0.0
4304,0.0
4305,0.08
4306,0.4
4307,0.0
4308,0.04
4309,0.4
4310,0.04
4311,0.0
4312,0.0
4313,0.72
4314,0.32
4315,0.16
4316,0.76
4317,0.08
4318,0.4
4319,0.08
4320,0.8
4321,0.0
4322,0.28
4323,0.0
4324,0.28
4325,0.0
4326,0.0
4327,0.0
4328,0.0
4329,0.28
4330,0.0
4331,0.24
4332,0.0
4333,0.08
4334,0.04
4335,0.0
4336,0.04
4337,0.0
4338,0.4
4339,0.04
4340,0.96
4341,0.0
4342,0.72
4343,0.12
4344,0.04
4345,0.0
4346,0.16
4347,0.64
4348,0.04
4349,0.0
4350,0.12
4351,0.0
4352,0.28
4353,0.56
4354,0.0
4355,0.12
4356,0.0
4357,0.08
4358,0.28
4359,0.6
4360,0.68
4361,0.0
4362,0.04
4363,0.04
4364,0.04
4365,0.04
4366,0.04
4367,0.48
4368,0.04
4369,0.0
4370,0.08
4371,0.44
4372,0.0
4373,0.08
4374,0.0
4375,0.0
4376,0.0
4377,0.8
4378,0.0
4379,0.96
4380,0.64
4381,0.0
4382,0.8
4383,0.0
4384,0.24
4385,0.4
4386,0.08
4387,0.08
4388,0.36
4389,0.04
4390,0.16
4391,0.08
4392,0.08
4393,0.2
4394,0.0
4395,0.0
4396,0.0
4397,0.04
4398,0.0
4399,0.12
4400,0.0
4401,0.0
4402,0.04
4403,0.4
4404,0.16
4405,0.04
4406,0.72
4407,0.04
4408,0.04
4409,0.08
4410,0.76
4411,0.2
4412,0.2
4413,0.0
4414,0.04
4415,0.08
4416,0.36
4417,0.0
4418,0.08
4419,0.04
4420,0.12
4421,0.76
4422,0.4
4423,0.12
4424,0.56
4425,0.08
4426,0.0
4427,0.16
4428,0.16
4429,0.0
4430,0.68
4431,0.0
4432,0.04
4433,0.24
4434,0.0
4435,0.24
4436,0.0
4437,0.8
4438,0.24
4439,0.32
4440,0.0
4441,0.6
4442,0.12
4443,0.44
4444,0.0
4445,0.08
4446,0.84
4447,0.04
4448,0.72
4449,0.84
4450,0.04
4451,0.0
4452,0.32
4453,0.0
4454,0.08
4455,0.0
4456,0.36
4457,0.2
4458,0.04
4459,0.4
4460,0.08
4461,0.0
4462,0.64
4463,0.24
4464,0.0
4465,0.72
4466,0.48
4467,0.04
4468,0.2
4469,0.28
4470,0.0
4471,0.88
4472,0.04
4473,0.44
4474,0.08
4475,0.0
4476,0.0
4477,0.0
4478,0.88
4479,0.0
4480,0.88
4481,0.0
4482,0.84
4483,0.0
4484,0.0
4485,0.0
4486,0.0
4487,0.76
4488,0.12
4489,0.4
4490,0.0
4491,0.0
4492,0.88
4493,0.32
4494,0.24
4495,0.2
4496,0.36
4497,0.2
4498,0.24
4499,0.6
4500,0.04
4501,0.32
4502,0.0
4503,0.0
4504,0.24
4505,0.68
4506,0.0
4507,0.4
4508,0.0
4509,0.0
4510,0.28
4511,0.08
4512,0.0
4513,0.88
4514,0.08
4515,0.08
4516,0.0
4517,0.84
4518,0.4
4519,0.04
4520,0.16
4521,0.04
4522,0.12
4523,0.0
4524,0.48
4525,0.64
4526,0.32
4527,0.0
4528,0.12
4529,0.4
4530,0.2
4531,0.68
4532,0.32
4533,0.12
4534,0.08
4535,0.08
4536,0.04
4537,0.0
4538,0.24
4539,0.64
4540,0.64
4541,0.36
4542,0.28
4543,0.72
4544,0.0
4545,0.32
4546,0.0
4547,0.04
4548,0.24
4549,0.36
4550,0.0
4551,0.2
4552,0.08
4553,0.16
4554,0.12
4555,0.28
4556,0.0
4557,0.16
4558,0.0
4559,0.84
4560,0.48
4561,0.12
4562,0.0
4563,0.0
4564,0.0
4565,0.72
4566,0.12
4567,0.0
4568,0.2
4569,0.0
4570,0.2
4571,0.08
4572,0.08
4573,0.2
4574,0.24
4575,0.0
4576,0.08
4577,0.44
4578,0.0
4579,0.04
4580,0.04
4581,0.0
4582,0.2
4583,0.2
4584,0.04
4585,0.04
4586,0.44
4587,0.0
4588,0.0
4589,0.88
4590,0.12
4591,0.6
4592,0.08
4593,0.36
4594,0.24
4595,0.04
4596,0.0
4597,0.04
4598,0.0
4599,0.16
4600,0.4
4601,0.0
4602,0.8
4603,0.12
4604,0.28
4605,0.6
4606,0.0
4607,0.0
4608,0.0
4609,0.0
4610,0.4
4611,0.0
4612,0.0
4613,0.68
4614,0.44
4615,1.0
4616,0.12
4617,0.32
4618,0.0
4619,0.0
4620,0.16
4621,0.2
4622,0.6
4623,0.56
4624,0.0
4625,0.0
4626,0.36
4627,0.0
4628,0.24
4629,0.0
4630,0.84
4631,0.16
4632,0.08
4633,0.52
4634,0.16
4635,0.12
4636,0.0
4637,0.88
4638,0.04
4639,0.0
4640,0.48
4641,0.08
4642,0.28
4643,0.0
4644,0.08
4645,0.0
4646,0.0
4647,0.08
4648,0.8
4649,0.72
4650,0.08
4651,0.16
4652,0.08
4653,0.36
4654,0.0
4655,0.04
4656,0.84
4657,0.04
4658,0.4
4659,0.4
4660,0.0
4661,0.0
4662,0.0
4663,0.0
4664,0.16
4665,0.0
4666,0.0
4667,0.16
4668,0.0
4669,0.4
4670,0.96
4671,1.0
4672,0.32
4673,0.0
4674,0.52
4675,0.16
4676,0.08
4677,0.04
4678,0.28
4679,0.64
4680,0.0
4681,0.08
4682,0.36
4683,0.12
4684,0.12
4685,0.04
4686,0.48
4687,0.0
4688,0.48
4689,0.24
4690,0.16
4691,0.08
4692,0.28
4693,0.0
4694,0.08
4695,0.0
4696,0.24
4697,0.96
4698,0.4
4699,0.0
4700,0.0
4701,0.76
4702,0.04
4703,0.16
4704,0.0
4705,0.08
4706,0.24
4707,0.04
4708,0.08
4709,0.64
4710,0.0
4711,0.08
4712,0.04
4713,0.56
4714,0.72
4715,0.28
4716,0.68
4717,0.04
4718,0.12
4719,0.24
4720,0.0
4721,0.0
4722,0.0
4723,0.0
4724,0.36
4725,0.56
4726,0.0
4727,0.0
4728,0.12
4729,0.16
4730,0.96
4731,0.0
4732,0.52
4733,0.04
4734,0.0
4735,0.0
4736,0.64
4737,0.16
4738,0.0
4739,0.32
4740,0.08
4741,0.0
4742,0.04
4743,0.08
4744,0.0
4745,0.0
4746,0.16
4747,0.56
4748,0.04
4749,0.24
4750,0.0
4751,0.0
4752,0.0
4753,0.0
4754,0.2
4755,0.44
4756,0.0
4757,0.32
4758,0.44
4759,0.12
4760,0.0
4761,0.0
4762,0.0
4763,0.0
4764,0.08
4765,0.04
4766,0.88
4767,0.36
4768,0.0
4769,0.08
4770,0.04
4771,0.0
4772,0.8
4773,0.76
4774,0.0
4775,0.36
4776,0.0
4777,0.0
4778,0.84
4779,0.52
4780,0.0
4781,0.28
4782,0.8
4783,0.36
4784,0.6
4785,0.72
4786,0.08
4787,0.48
4788,0.0
4789,0.08
4790,0.04
4791,0.4
4792,0.44
4793,0.0
4794,0.0
4795,0.0
4796,0.0
4797,0.12
4798,0.08
4799,0.44
4800,0.08
4801,0.0
4802,0.44
4803,0.0
4804,0.16
4805,0.48
4806,0.48
4807,0.0
4808,0.04
4809,0.28
4810,0.0
4811,0.0
4812,0.48
4813,0.2
4814,0.84
4815,0.2
4816,0.08
4817,0.2
4818,0.08
4819,0.2
4820,0.44
4821,0.0
4822,0.0
4823,0.0
4824,0.04
4825,0.08
4826,0.08
4827,0.36
4828,0.0
4829,0.4
4830,0.0
4831,0.52
4832,0.04
4833,0.12
4834,0.28
4835,0.0
4836,0.12
4837,0.0
4838,0.16
4839,0.6
4840,0.0
4841,0.32
4842,0.2
4843,0.0
4844,0.36
4845,0.44
4846,0.0
4847,0.0
4848,0.44
4849,0.6
4850,0.44
4851,0.08
4852,0.28
4853,0.4
4854,0.72
4855,0.92
4856,0.24
4857,0.64
4858,0.0
4859,0.96
4860,0.0
4861,0.0
4862,0.04
4863,0.68
4864,0.04
4865,0.0
4866,0.6
4867,0.0
4868,0.68
4869,0.56
4870,0.0
4871,0.04
4872,0.2
4873,0.4
4874,0.04
4875,0.36
4876,0.0
4877,0.16
4878,0.0
4879,0.0
4880,0.72
4881,0.52
4882,0.4
4883,0.72
4884,0.16
4885,0.0
4886,0.0
4887,0.6
4888,0.8
4889,0.0
4890,0.0
4891,0.64
4892,0.52
4893,0.88
4894,0.16
4895,0.08
4896,0.0
4897,0.0
4898,0.0
4899,0.44
4900,0.28
4901,0.4
4902,0.0
4903,0.28
4904,0.32
4905,0.0
4906,0.24
4907,0.0
4908,0.72
4909,0.0
4910,0.0
4911,0.0
4912,0.04
4913,0.0
4914,0.2
4915,0.0
4916,0.72
4917,0.0
4918,0.68
4919,0.88
4920,0.48
4921,0.4
4922,0.2
4923,0.04
4924,0.0
4925,0.0
4926,0.8
4927,0.04
4928,0.84
4929,0.0
4930,0.0
4931,0.0
4932,0.92
4933,0.04
4934,0.0
4935,0.0
4936,0.0
4937,0.48
4938,0.44
4939,0.48
4940,0.0
4941,0.12
4942,0.72
4943,0.16
4944,0.4
4945,0.08
4946,0.0
4947,0.04
4948,0.28
4949,0.08
4950,0.64
4951,0.08
4952,0.32
4953,0.0
4954,0.0
4955,0.44
4956,0.0
4957,0.0
4958,0.64
4959,0.48
4960,0.08
4961,0.0
4962,0.24
4963,0.2
4964,0.04
4965,0.12
4966,0.0
4967,0.0
4968,0.44
4969,0.0
4970,0.0
4971,0.0
4972,0.0
4973,0.72
4974,0.04
4975,0.0
4976,0.0
4977,0.0
4978,0.2
4979,0.6
4980,0.72
4981,0.0
4982,0.0
4983,0.0
4984,0.0
4985,0.32
4986,0.32
4987,0.0
4988,0.72
4989,0.0
4990,0.4
4991,0.12
4992,0.0
4993,0.0
4994,1.0
4995,0.24
4996,0.04
4997,0.08
4998,0.32
4999,0.4
5000,0.72
5001,0.0
5002,0.8
5003,0.48
5004,0.0
5005,0.0
5006,0.0
5007,1.0
5008,0.56
5009,0.8
5010,0.44
5011,0.08
5012,0.0
5013,0.96
5014,0.12
5015,0.04
5016,0.44
5017,0.12
5018,0.12
5019,0.0
5020,0.0
5021,0.24
5022,0.0
5023,0.0
5024,0.76
5025,0.08
5026,0.2
5027,0.76
5028,0.0
5029,0.04
5030,0.44
5031,0.04
5032,0.24
5033,0.12
5034,0.6
5035,0.04
5036,0.0
5037,0.12
5038,0.24
5039,0.0
5040,0.24
5041,0.8
5042,0.48
5043,0.24
5044,0.0
5045,0.0
5046,0.0
5047,0.0
5048,0.12
5049,0.12
5050,0.0
5051,0.48
5052,0.0
5053,0.2
5054,0.76
5055,0.88
5056,0.0
5057,0.64
5058,0.56
5059,0.16
5060,0.92
5061,0.0
5062,0.36
5063,0.28
5064,0.24
5065,0.0
5066,0.36
5067,0.0
5068,0.8
5069,0.44
5070,0.84
5071,0.4
5072,0.04
5073,0.08
5074,0.08
5075,0.0
5076,0.6
5077,0.0
5078,0.0
5079,0.16
5080,0.2
5081,0.36
5082,0.8
5083,0.36
5084,0.0
5085,0.0
5086,0.0
5087,0.04
5088,0.24
5089,0.96
5090,0.72
5091,0.0
5092,0.44
5093,0.88
5094,0.64
5095,0.64
5096,0.04
5097,0.36
5098,0.0
5099,0.12
5100,0.16
5101,0.12
5102,0.0
5103,0.12
5104,0.0
5105,0.48
5106,0.0
5107,0.2
5108,0.0
5109,0.32
5110,0.0
5111,0.36
5112,0.0
5113,0.04
5114,0.32
5115,0.2
5116,0.0
5117,0.0
5118,0.68
5119,0.0
5120,0.12
5121,0.08
5122,0.0
5123,0.72
5124,0.36
5125,0.36
5126,0.44
5127,0.04
5128,0.56
5129,0.72
5130,0.6
5131,0.24
5132,0.36
5133,0.76
5134,0.12
5135,0.08
5136,0.0
5137,0.76
5138,0.48
5139,0.92
5140,0.32
5141,0.88
5142,0.84
5143,0.64
5144,0.32
5145,0.08
5146,0.44
5147,0.24
5148,0.68
5149,0.0
5150,0.2
5151,0.64
5152,0.32
5153,0.0
5154,0.4
5155,0.0
5156,0.0
5157,0.52
5158,0.0
5159,0.08
5160,0.76
5161,0.08
5162,0.48
5163,0.24
5164,0.0
5165,0.24
5166,0.0
5167,0.4
5168,0.0
5169,0.2
5170,0.0
5171,0.08
5172,0.68
5173,0.04
5174,0.0
5175,0.28
5176,0.76
5177,0.0
5178,0.12
5179,0.0
5180,0.24
5181,0.52
5182,0.04
5183,0.12
5184,0.08
5185,0.32
5186,0.0
5187,0.56
5188,0.16
5189,0.36
5190,0.76
5191,0.56
5192,0.0
5193,0.44
5194,0.0
5195,0.0
5196,0.04
5197,0.08
5198,0.0
5199,0.76
5200,0.16
5201,0.52
5202,0.0
5203,0.32
5204,0.16
5205,0.92
5206,0.0
5207,1.0
5208,0.04
5209,0.16
5210,0.0
5211,0.8
5212,0.0
5213,0.64
5214,0.64
5215,0.36
5216,0.0
5217,0.88
5218,0.12
5219,0.0
5220,0.28
5221,0.4
5222,0.04
5223,1.0
5224,0.52
5225,0.64
5226,0.8
5227,0.4
5228,0.84
5229,0.28
5230,0.68
5231,0.24
5232,0.48
5233,0.16
5234,0.36
5235,0.6
5236,0.32
5237,0.56
5238,0.04
5239,0.88
5240,0.48
5241,0.04
5242,0.88
5243,0.08
5244,0.52
5245,0.04
5246,0.12
5247,0.68
5248,0.76
5249,0.0
5250,1.0
5251,0.0
5252,0.4
5253,0.0
5254,0.04
5255,0.24
5256,0.0
5257,0.04
5258,0.36
5259,0.32
5260,0.2
5261,0.0
5262,0.44
5263,0.0
5264,1.0
5265,0.68
5266,0.84
5267,0.48
5268,0.88
5269,0.0
5270,0.16
5271,0.8
5272,0.0
5273,0.0
5274,0.0
5275,0.0
5276,0.2
5277,0.0
5278,0.0
5279,0.96
5280,0.52
5281,0.48
5282,0.04
5283,0.0
5284,0.16
5285,0.0
5286,0.0
5287,0.48
5288,0.0
5289,0.2
5290,0.0
5291,0.0
5292,0.0
5293,0.08
5294,0.44
5295,0.68
5296,0.0
5297,0.36
5298,0.36
5299,0.08
5300,0.04
5301,0.04
5302,0.2
5303,0.0
5304,0.0
5305,0.0
5306,0.0
5307,0.4
5308,0.16
5309,0.0
5310,0.0
5311,0.72
5312,0.0
5313,0.08
5314,0.08
5315,0.6
5316,0.36
5317,0.0
5318,0.28
5319,0.44
5320,0.0
5321,0.0
5322,0.64
5323,0.0
5324,0.0
5325,1.0
5326,0.04
5327,0.08
5328,0.6
5329,0.0
5330,0.0
5331,0.0
5332,0.56
5333,0.0
5334,0.04
5335,0.0
5336,0.0
5337,0.12
5338,0.0
5339,0.0
5340,0.52
5341,0.0
5342,0.0
5343,0.92
5344,0.24
5345,0.08
5346,0.28
5347,0.24
5348,0.0
5349,0.0
5350,0.0
5351,0.0
5352,0.0
5353,0.0
5354,0.04
5355,0.0
5356,0.48
5357,0.16
5358,0.8
5359,0.0
5360,0.0
5361,0.0
5362,0.4
5363,0.52
5364,0.0
5365,0.08
5366,0.68
5367,0.16
5368,0.0
5369,0.76
5370,0.16
5371,0.0
5372,0.2
5373,0.32
5374,0.04
5375,0.36
5376,0.0
5377,0.6
5378,0.04
5379,0.4
5380,0.0
5381,0.12
5382,0.0
5383,0.0
5384,0.2
5385,0.32
5386,0.0
5387,0.0
5388,0.0
5389,0.12
5390,0.4
5391,0.0
5392,0.6
5393,0.04
5394,0.0
5395,0.04
5396,0.32
5397,0.0
5398,0.12
5399,0.48
5400,0.24
5401,0.28
5402,0.8
5403,0.24
5404,0.52
5405,0.0
5406,0.88
5407,0.04
5408,0.0
5409,0.36
5410,0.0
5411,0.52
5412,0.0
5413,0.52
5414,0.04
5415,0.0
5416,0.0
5417,0.96
5418,0.08
5419,0.04
5420,0.6
5421,0.92
5422,0.96
5423,0.64
5424,0.04
5425,0.0
5426,0.32
5427,0.2
5428,0.2
5429,0.72
5430,0.8
5431,0.52
5432,0.52
5433,0.0
5434,0.0
5435,1.0
5436,0.64
5437,0.24
5438,0.0
5439,0.0
5440,0.16
5441,0.44
5442,0.48
5443,0.28
5444,0.0
5445,0.16
5446,0.2
5447,0.52
5448,0.36
5449,0.72
5450,0.0
5451,0.0
5452,0.0
5453,0.76
5454,0.08
5455,0.0
5456,0.88
5457,0.2
5458,0.0
5459,0.0
5460,0.32
5461,0.0
5462,0.0
5463,0.6
5464,0.04
5465,0.0
5466,0.0
5467,0.88
5468,0.2
5469,0.24
5470,0.08
5471,0.76
5472,0.28
5473,0.0
5474,0.24
5475,0.12
5476,0.0
5477,0.96
5478,0.0
5479,0.24
5480,0.04
5481,0.04
5482,0.0
5483,0.0
5484,0.08
5485,0.96
5486,0.0
5487,0.56
5488,0.16
5489,0.12
5490,0.0
5491,0.08
5492,0.04
5493,1.0
5494,0.8
5495,0.64
5496,0.2
5497,0.32
5498,0.24
5499,0.52
5500,0.16
5501,0.28
5502,0.12
5503,0.36
5504,0.0
5505,0.0
5506,0.88
5507,0.0
5508,0.08
5509,0.0
5510,0.72
5511,0.12
5512,0.0
5513,0.4
5514,0.52
5515,0.12
5516,0.04
5517,0.0
5518,0.12
5519,0.0
5520,0.0
5521,0.48
5522,0.48
5523,0.48
5524,0.32
5525,0.48
5526,0.68
5527,0.0
5528,0.08
5529,0.0
5530,0.08
5531,0.32
5532,0.0
5533,0.0
5534,0.84
5535,0.68
5536,0.04
5537,0.04
5538,0.0
5539,0.84
5540,0.6
5541,0.04
5542,0.36
5543,0.0
5544,0.28
5545,0.32
5546,0.0
5547,0.64
5548,0.04
5549,0.0
5550,0.8
5551,0.0
5552,0.52
5553,0.0
5554,0.0
5555,0.32
5556,0.0
5557,0.12
5558,0.0
5559,0.0
5560,0.2
5561,0.4
5562,0.28
5563,0.08
5564,0.04
5565,0.04
5566,0.0
5567,0.6
5568,0.24
5569,0.8
5570,0.0
5571,0.12
5572,0.16
5573,0.08
5574,0.04
5575,0.0
5576,0.16
5577,0.04
5578,0.0
5579,0.0
5580,0.0
5581,0.24
5582,0.36
5583,0.0
5584,0.0
5585,0.72
5586,0.0
5587,0.0
5588,0.36
5589,0.6
5590,0.04
5591,0.24
5592,0.2
5593,0.2
5594,0.0
5595,0.64
5596,0.32
5597,0.0
5598,0.08
5599,0.6
5600,0.0
5601,0.04
5602,0.56
5603,0.16
5604,0.88
5605,0.0
5606,0.84
5607,0.0
5608,0.32
5609,0.04
5610,0.8
5611,0.08
5612,0.52
5613,0.44
5614,0.16
5615,0.0
5616,0.24
5617,0.88
5618,0.0
5619,0.2
5620,0.28
5621,0.12
5622,0.24
5623,0.08
5624,0.0
5625,0.0
5626,0.2
5627,0.6
5628,0.0
5629,0.2
5630,0.0
5631,0.08
5632,0.04
5633,0.0
5634,0.0
5635,0.04
5636,0.24
5637,0.52
5638,0.56
5639,0.08
5640,0.4
5641,0.08
5642,0.0
5643,0.04
5644,0.56
5645,0.44
5646,0.0
5647,0.36
5648,0.0
5649,0.0
5650,0.04
5651,0.08
5652,0.24
5653,0.04
5654,0.12
5655,0.2
5656,0.08
5657,0.0
5658,0.0
5659,0.88
5660,0.08
5661,0.2
5662,0.64
5663,0.64
5664,0.64
5665,0.0
5666,0.2
5667,0.64
5668,0.0
5669,0.56
5670,0.0
5671,0.2
5672,0.0
5673,0.0
5674,0.84
5675,0.0
5676,0.0
5677,0.04
5678,0.32
5679,0.0
5680,1.0
5681,0.0
5682,0.04
5683,0.0
5684,0.12
5685,0.24
5686,0.16
5687,0.0
5688,0.0
5689,0.0
5690,0.04
5691,0.84
5692,0.28
5693,0.08
5694,0.0
5695,0.0
5696,0.16
5697,0.44
5698,0.0
5699,0.4
5700,0.4
5701,0.0
5702,0.48
5703,0.52
5704,0.0
5705,0.76
5706,0.0
5707,0.0
5708,0.0
5709,0.0
5710,0.08
5711,0.0
5712,0.2
5713,0.12
5714,0.04
5715,0.72
5716,0.0
5717,0.68
5718,0.32
5719,0.52
5720,0.0
5721,0.08
5722,0.68
5723,0.52
5724,0.0
5725,0.16
5726,0.0
5727,0.0
5728,0.92
5729,0.04
5730,0.52
5731,0.2
5732,0.0
5733,0.44
5734,0.68
5735,0.0
5736,0.16
5737,0.8
5738,0.2
5739,0.56
5740,0.0
5741,0.0
5742,0.96
5743,0.0
5744,0.68
5745,0.2
5746,0.0
5747,0.56
5748,0.0
5749,0.36
5750,0.0
5751,0.2
5752,0.24
5753,0.24
5754,0.44
5755,0.0
5756,0.4
5757,0.0
5758,0.32
5759,0.0
5760,0.2
5761,0.08
5762,0.04
5763,0.0
5764,0.92
5765,1.0
5766,0.6
5767,0.24
5768,0.0
5769,0.0
5770,0.0
5771,0.4
5772,0.04
5773,0.8
5774,0.08
5775,0.04
5776,0.04
5777,0.0
5778,0.0
5779,0.12
5780,0.32
5781,0.56
5782,0.0
5783,0.04
5784,0.04
5785,0.0
5786,0.0
5787,0.12
5788,0.64
5789,0.0
5790,0.6
5791,0.92
5792,0.0
5793,0.0
5794,0.16
5795,0.04
5796,0.72
5797,0.12
5798,0.72
5799,0.32
5800,0.48
5801,0.4
5802,0.6
5803,0.56
5804,0.0
5805,0.36
5806,0.0
5807,0.24
5808,0.0
5809,0.0
5810,0.64
5811,0.0
5812,0.8
5813,0.08
5814,1.0
5815,0.08
5816,0.0
5817,0.48
5818,0.56
5819,0.52
5820,0.04
5821,0.0
5822,0.0
5823,0.0
5824,0.0
5825,0.04
5826,0.12
5827,0.0
5828,0.32
5829,0.08
5830,0.96
5831,0.48
5832,0.72
5833,0.0
5834,0.0
5835,0.32
5836,0.0
5837,0.0
5838,0.48
5839,0.8
5840,0.12
5841,0.04
5842,0.0
5843,0.12
5844,0.12
5845,0.0
5846,0.04
5847,0.44
5848,0.28
5849,0.04
5850,0.36
5851,0.0
5852,0.2
5853,0.4
5854,0.32
5855,0.64
5856,0.24
5857,0.2
5858,0.68
5859,0.04
5860,0.4
5861,0.64
5862,0.04
5863,0.44
5864,0.2
5865,0.08
5866,0.64
5867,0.4
5868,0.0
5869,0.08
5870,0.52
5871,0.0
5872,0.0
5873,0.0
5874,0.56
5875,0.84
5876,0.24
5877,0.0
5878,0.04
5879,0.08
5880,0.0
5881,0.36
5882,0.52
5883,0.4
5884,0.0
5885,0.0
5886,0.52
5887,0.24
5888,0.04
5889,0.12
5890,0.72
5891,0.0
5892,0.44
5893,0.12
5894,0.24
5895,0.08
5896,0.0
5897,0.08
5898,0.28
5899,0.24
5900,0.0
5901,0.0
5902,0.16
5903,0.44
5904,0.08
5905,0.0
5906,0.12
5907,0.64
5908,0.0
5909,0.08
5910,0.08
5911,0.0
5912,0.0
5913,0.28
5914,0.0
5915,0.0
5916,0.68
5917,0.2
5918,0.48
5919,0.0
5920,0.04
5921,0.64
5922,0.0
5923,0.72
5924,0.0
5925,0.0
5926,0.04
5927,0.0
5928,0.44
5929,0.08
5930,0.0
5931,0.0
5932,0.84
5933,0.92
5934,0.12
5935,0.0
5936,0.36
5937,0.32
5938,0.72
5939,0.0
5940,0.44
5941,0.2
5942,0.0
5943,0.2
5944,0.48
5945,0.2
5946,0.16
5947,0.0
5948,0.04
5949,0.6
5950,0.68
5951,0.92
5952,0.0
5953,0.0
5954,0.04
5955,0.0
5956,0.04
5957,0.0
5958,0.72
5959,0.08
5960,0.44
5961,0.68
5962,0.0
5963,0.08
5964,0.0
5965,0.0
5966,0.0
5967,0.04
5968,0.68
5969,0.0
5970,0.16
5971,0.2
5972,0.0
5973,0.68
5974,0.0
5975,0.76
5976,0.32
5977,0.0
5978,0.68
5979,0.24
5980,0.2
5981,0.0
5982,0.12
5983,0.08
5984,0.04
5985,0.0
5986,0.2
5987,0.0
5988,0.0
5989,0.24
5990,0.36
5991,0.08
5992,0.12
5993,0.16
5994,0.0
5995,0.0
5996,0.0
5997,0.4
5998,0.16
5999,0.28
6000,0.08
6001,0.2
6002,0.16
6003,0.28
6004,0.08
6005,0.16
6006,0.0
6007,0.0
6008,0.92
6009,0.0
6010,0.12
6011,0.04
6012,0.96
6013,0.4
6014,0.64
6015,0.04
6016,0.16
6017,0.0
6018,0.08
6019,0.68
6020,0.0
6021,0.04
6022,0.0
6023,0.68
6024,0.0
6025,0.08
6026,0.32
6027,0.2
6028,0.88
6029,0.0
6030,0.0
6031,0.24
6032,0.0
6033,0.08
6034,0.44
6035,0.0
6036,0.48
6037,0.36
6038,0.0
6039,0.0
6040,0.04
6041,0.28
6042,0.0
6043,0.0
6044,0.04
6045,0.44
6046,0.48
6047,0.08
6048,0.0
6049,0.48
6050,0.0
6051,0.48
6052,0.16
6053,0.0
6054,0.0
6055,0.0
6056,0.0
6057,0.4
6058,0.28
6059,0.76
6060,0.2
6061,0.4
6062,0.04
6063,0.04
6064,0.0
6065,0.04
6066,0.0
6067,0.0
6068,0.6
6069,0.0
6070,0.4
6071,0.32
6072,0.72
6073,0.04
6074,0.0
6075,0.28
6076,0.88
6077,0.0
6078,0.04
6079,0.56
6080,0.36
6081,0.0
6082,0.2
6083,0.24
6084,0.0
6085,0.04
6086,0.04
6087,0.0
6088,0.0
6089,0.76
6090,0.56
6091,0.28
6092,0.04
6093,0.2
6094,0.12
6095,0.0
6096,0.8
6097,0.52
6098,0.24
6099,0.12
6100,0.12
6101,0.04
6102,0.0
6103,0.76
6104,0.0
6105,0.48
6106,0.76
6107,0.0
6108,0.2
6109,0.0
6110,0.0
6111,0.04
6112,0.04
6113,0.88
6114,0.4
6115,0.76
6116,0.48
6117,0.52
6118,0.16
6119,0.16
6120,0.12
6121,0.04
6122,0.64
6123,0.24
6124,0.0
6125,0.08
6126,0.04
6127,0.48
6128,1.0
6129,0.0
6130,0.0
6131,0.32
6132,0.8
6133,0.4
6134,0.0
6135,0.0
6136,0.28
6137,0.08
6138,0.24
