age,education-num,sex,capital-gain,capital-loss,hours-per-week,wage,marital_status_num,occupation_com_House_Services,occupation_com_Other,occupation_com_Professional,occupation_com_Specialty,occupation_com_Tech/sales,workclass_com_ Government,workclass_com_ Other,workclass_com_ Private,workclass_com_ Self-employed,cap_gain_binary,cap_loss_binary,gdp_pc
45,13,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
41,3,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
22,10,1,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
25,13,1,0,1876,40,0,0,0,0,1,0,0,0,0,1,0,0,1,41524.09
46,15,1,0,0,50,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
44,10,1,0,0,40,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
25,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
30,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
54,13,1,0,0,60,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
34,13,1,0,0,45,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
34,9,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
30,13,1,0,1902,55,1,1,0,0,1,0,0,0,0,1,0,0,1,41524.09
21,11,1,2174,0,60,0,0,0,0,1,0,0,0,0,1,0,1,0,41524.09
27,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
29,10,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
60,10,1,0,0,40,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
36,14,1,0,0,70,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
27,14,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
57,10,1,0,0,48,0,1,0,1,0,0,0,0,0,0,1,0,0,41524.09
24,2,1,0,0,5,0,1,0,1,0,0,0,0,0,1,0,0,0,2075.4292
63,10,1,0,0,22,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
29,13,1,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
34,13,1,0,0,40,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
27,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
31,11,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
31,13,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
55,10,1,4650,0,20,0,0,0,1,0,0,0,0,0,1,0,1,0,41524.09
64,9,1,0,0,99,0,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
20,9,1,0,0,35,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
44,9,1,15024,0,60,1,1,0,0,0,1,0,0,0,0,1,1,0,41524.09
35,7,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
41,10,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
38,10,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
21,10,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,12157.0215
64,13,1,0,0,45,1,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
42,4,1,0,2205,40,0,0,1,0,0,0,0,0,0,1,0,0,1,41524.09
31,10,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,34025.8165
42,12,1,0,0,50,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
35,12,1,0,0,35,1,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
36,10,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
23,8,1,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
20,10,1,0,0,14,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
26,13,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
56,13,1,0,2001,65,0,0,0,0,0,1,0,1,0,0,0,0,1,41524.09
40,12,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
19,7,1,0,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
33,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
45,12,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,7920.87085
41,9,1,7688,0,43,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
29,9,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
46,14,1,0,0,45,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
48,12,1,0,0,45,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
38,9,1,0,0,45,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
29,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
35,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
59,13,1,0,0,30,0,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
27,9,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
43,10,1,0,0,40,1,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
70,13,1,0,0,20,0,1,0,0,1,0,0,0,0,1,0,0,0,12492.097
30,9,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
24,10,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
76,9,1,0,0,15,0,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
25,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
39,12,1,0,0,56,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
36,13,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
23,8,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
60,4,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
54,2,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,1372.19605
20,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
22,9,1,0,0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
24,13,1,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
41,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
35,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
23,3,1,0,0,55,0,0,1,0,0,0,0,0,0,1,0,0,0,13701.804500000002
54,16,1,0,1902,50,1,1,0,0,1,0,0,1,0,0,0,0,1,41524.09
17,7,1,0,0,16,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
43,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
33,8,1,0,2258,42,0,0,0,0,0,1,0,0,0,1,0,0,1,41524.09
30,15,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,12157.0215
38,10,1,0,0,40,1,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
54,9,1,0,0,45,0,1,0,1,0,0,0,0,0,0,1,0,0,41524.09
39,9,1,0,0,52,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
32,10,1,0,1980,40,0,0,0,0,0,0,1,0,0,1,0,0,1,41524.09
61,4,1,2885,0,40,0,1,0,1,0,0,0,1,0,0,0,1,0,41524.09
24,11,1,0,0,35,0,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
22,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
34,9,1,0,0,40,1,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
18,6,1,0,0,20,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
20,9,1,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
53,9,1,0,0,40,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
32,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
68,10,1,0,0,30,0,1,0,1,0,0,0,0,0,0,1,0,0,41524.09
28,10,1,0,0,15,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
28,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,5478.5869
54,10,1,0,0,56,1,1,0,0,1,0,0,0,0,1,0,0,0,1372.19605
21,10,1,0,0,48,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
52,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,12157.0215
25,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
30,14,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,2147.23325
33,10,1,0,0,32,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
49,13,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,2147.23325
58,4,1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
45,11,1,0,0,24,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
67,4,1,10566,0,40,0,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
42,13,1,0,0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,12157.0215
69,9,1,0,0,40,1,1,0,1,0,0,0,0,0,0,1,0,0,41524.09
61,9,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
34,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
28,10,1,0,0,45,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
19,9,1,0,0,34,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
31,10,1,0,0,40,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
32,10,1,0,0,40,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
76,15,1,0,1258,20,0,1,0,1,0,0,0,0,1,0,0,0,1,41524.09
53,12,1,0,0,60,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
46,9,1,0,0,37,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
43,4,1,4508,0,40,0,1,0,0,0,1,0,0,0,0,1,1,0,12492.097
48,9,1,0,0,40,1,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
39,10,1,0,2415,99,1,1,0,0,0,1,0,0,0,1,0,0,1,41524.09
59,4,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
19,10,1,0,0,38,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
40,10,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
63,6,1,0,0,50,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
44,10,1,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,12504.5225
46,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
22,6,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
36,12,1,0,1669,45,0,0,0,0,1,0,0,0,0,1,0,0,1,41524.09
57,10,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
58,9,1,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
25,13,1,0,0,28,0,0,0,1,0,0,0,0,1,0,0,0,0,16100.0
59,10,1,3103,0,35,1,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
36,9,1,0,0,45,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
29,14,1,0,0,45,0,1,0,0,1,0,0,0,0,1,0,0,0,34025.8165
49,13,1,6497,0,45,0,0,0,0,1,0,0,0,0,0,1,1,0,41524.09
42,12,1,0,0,55,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
43,10,1,0,0,17,0,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
46,9,1,0,0,40,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
43,10,1,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
40,12,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
43,8,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
48,9,1,0,0,32,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
26,9,1,0,0,28,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
30,11,1,0,0,35,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
58,10,1,0,1887,40,1,1,0,0,0,0,1,0,0,1,0,0,1,41524.09
43,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
53,9,1,0,0,40,0,1,0,1,0,0,0,1,0,0,0,0,0,41524.09
74,10,1,0,0,16,0,0,0,0,0,0,1,1,0,0,0,0,0,41524.09
64,10,1,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
45,13,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
32,3,1,0,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,41524.09
23,6,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
38,10,1,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
42,13,1,0,0,40,1,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
24,10,1,1151,0,40,0,0,0,0,0,0,1,1,0,0,0,1,0,41524.09
63,9,1,0,0,35,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
25,10,1,0,0,35,0,0,0,1,0,0,0,1,0,0,0,0,0,41524.09
37,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
28,9,1,0,0,40,0,1,0,0,0,1,0,0,0,0,1,0,0,33838.861000000004
31,10,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
46,15,1,99999,0,50,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
44,13,1,0,0,44,1,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
42,14,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
45,16,1,0,0,40,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
52,13,1,0,0,60,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
40,13,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
26,9,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
55,13,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,12157.0215
17,6,1,0,0,14,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
27,10,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
71,10,1,20051,0,50,1,1,0,0,1,0,0,0,0,0,1,1,0,41524.09
35,13,1,0,0,50,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
17,6,1,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
26,9,1,0,0,52,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
22,10,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
51,13,1,0,0,60,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
33,10,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
41,12,1,0,0,50,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
50,14,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
26,9,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
21,9,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
53,9,1,0,0,40,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
32,9,1,0,0,40,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
19,10,1,0,0,20,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
22,13,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
58,9,1,15024,0,60,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
47,13,1,0,0,60,1,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
51,10,1,0,0,45,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
42,13,1,0,0,48,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
28,13,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
29,9,1,0,0,35,0,1,0,1,0,0,0,0,0,1,0,0,0,2075.4292
50,9,1,0,0,50,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
22,10,1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
47,10,1,0,0,45,0,0,0,1,0,0,0,0,0,0,1,0,0,41524.09
60,10,1,0,0,27,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
46,9,1,7298,0,40,1,1,0,0,0,0,1,0,0,0,1,1,0,41524.09
58,13,1,0,0,60,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
62,10,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
47,14,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,12157.0215
59,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
41,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,13701.804500000002
31,9,1,0,0,37,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
18,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
64,9,1,0,0,50,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
51,9,1,0,0,65,0,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
47,13,1,0,0,35,0,0,0,0,0,0,1,0,0,0,1,0,0,41524.09
68,13,1,0,0,35,1,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
32,9,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
39,5,1,0,0,43,0,1,1,0,0,0,0,0,0,1,0,0,0,13701.804500000002
37,12,1,0,0,48,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
29,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
44,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
46,15,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
40,5,1,0,0,40,1,1,0,0,0,1,0,0,0,0,1,0,0,41524.09
19,9,1,0,0,35,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
65,9,1,2414,0,30,0,1,0,1,0,0,0,0,1,0,0,1,0,41524.09
52,13,1,0,0,40,1,1,0,1,0,0,0,1,0,0,0,0,0,41524.09
40,13,1,0,0,40,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
61,5,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
30,9,1,0,0,50,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
61,7,1,0,0,40,0,1,0,1,0,0,0,0,0,0,1,0,0,41524.09
33,11,1,0,0,84,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
32,13,1,0,0,65,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
32,12,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
32,13,1,0,0,35,1,0,0,0,1,0,0,0,0,0,1,0,0,41524.09
37,9,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
53,7,1,0,0,45,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
51,14,1,0,0,40,1,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
29,11,1,0,0,45,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
48,9,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
69,9,1,15831,0,40,1,0,0,0,0,1,0,0,0,1,0,1,0,41524.09
28,14,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
55,13,1,0,0,40,1,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
45,11,1,15024,0,40,1,1,0,0,0,1,0,0,0,1,0,1,0,41524.09
18,10,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
60,4,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
38,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,12157.0215
19,10,1,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
18,7,1,0,0,25,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
33,10,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
33,10,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
29,14,1,0,0,45,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
37,10,1,0,0,45,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
50,9,1,0,0,50,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
19,10,1,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
28,6,1,0,2238,35,0,0,0,1,0,0,0,0,0,1,0,0,1,41524.09
43,13,1,0,0,7,1,1,0,1,0,0,0,0,1,0,0,0,0,41524.09
23,10,1,0,0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
47,4,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
21,10,1,0,0,35,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
19,10,1,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
47,13,1,0,0,50,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
36,14,1,0,0,40,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
62,13,1,0,2415,60,1,1,0,0,0,1,0,0,0,0,1,0,1,41524.09
65,9,1,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
46,15,1,0,1902,45,1,1,0,0,1,0,0,0,0,0,1,0,1,41524.09
35,7,1,6849,0,40,0,0,0,0,0,1,0,0,0,1,0,1,0,41524.09
50,5,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
17,7,1,0,0,16,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
33,10,1,0,1740,40,0,1,0,0,0,1,0,0,0,1,0,0,1,41524.09
57,10,1,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,41524.09
53,13,1,0,0,50,0,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
47,13,1,0,0,40,1,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
62,14,1,0,0,35,0,1,0,0,0,0,1,0,0,0,1,0,0,41524.09
35,9,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
27,13,1,0,0,43,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
23,9,1,0,0,50,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
27,14,1,0,1504,45,0,0,0,0,1,0,0,0,0,1,0,0,1,41524.09
39,11,1,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
25,13,1,0,0,38,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
24,10,1,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
23,9,1,0,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
29,13,1,0,0,35,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
30,13,1,0,0,38,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
34,9,1,0,0,45,0,0,0,0,0,1,0,0,0,1,0,0,0,23083.209000000006
32,6,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
18,7,1,0,1602,23,0,0,0,1,0,0,0,0,0,1,0,0,1,41524.09
20,11,1,0,0,35,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
38,13,1,0,0,45,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
18,8,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
41,5,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
21,11,1,0,0,50,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
36,9,1,0,0,48,1,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
61,10,1,0,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
30,10,1,0,0,48,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
26,10,1,0,0,40,1,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
27,13,1,0,0,40,1,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
45,9,1,0,0,45,1,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
47,9,1,0,0,38,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
19,10,1,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
29,9,1,0,0,55,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
51,9,1,0,0,70,1,1,0,0,1,0,0,0,0,0,1,0,0,41524.09
34,12,1,0,0,60,0,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
42,9,1,3908,0,45,0,1,0,0,0,0,1,0,0,0,1,1,0,41524.09
26,3,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,13701.804500000002
20,10,1,0,0,15,0,0,1,0,0,0,0,1,0,0,0,0,0,41524.09
43,12,1,0,0,50,1,0,0,0,1,0,0,0,0,1,0,0,0,41524.09
20,10,1,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
27,9,1,0,0,50,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
46,10,1,0,0,40,1,1,0,0,0,1,0,1,0,0,0,0,0,41524.09
39,9,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
33,10,1,0,0,49,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
42,11,1,0,0,32,0,1,0,1,0,0,0,0,0,1,0,0,0,41524.09
23,9,1,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,41524.09
29,13,1,0,0,42,1,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
27,9,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0,0,41524.09
43,9,1,0,0,35,0,0,0,0,0,1,0,0,0,0,1,0,0,41524.09
23,10,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,41524.09
40,14,1,0,0,44,0,0,0,0,1,0,0,1,0,0,0,0,0,41524.09
35,10,1,0,0,61,1,1,0,0,0,0,1,1,0,0,0,0,0,41524.09
30,9,1,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,41524.09
59,7,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
65,10,1,2290,0,40,0,1,0,0,1,0,0,0,0,0,1,1,0,41524.09
28,14,1,0,0,60,0,1,0,0,1,0,0,0,0,1,0,0,0,41524.09
79,13,1,0,0,40,0,1,0,0,0,0,1,0,0,1,0,0,0,41524.09
43,14,1,0,0,35,1,1,0,0,1,0,0,1,0,0,0,0,0,41524.09
54,4,1,0,0,40,0,1,0,0,0,1,0,0,0,1,0,0,0,41524.09
27,9,1,0,0,62,0,1,1,0,0,0,0,0,0,1,0,0,0,41524.09
30,13,1,15024,0,35,1,1,0,0,1,0,0,0,0,1,0,1,0,41524.09
